"Pahokee peat"	"Nordic aquatic"	"Suwanee river"	"Elliot soil"	"Disser"	"Tyr"	"Trp"
13,9167091001091	12,1412114701367	6,62075782953096	7,924927090135	4,84318566958287	3,71864473100452	1,65895883954363
9,07531177728836	6,34921058597309	13,3322237184537	12,8826698727906	12,0765520632267	1,5192534561585	2,9088431565407
5,32355388049036	6,83867361659982	4,58307634259441	9,11672705047365	13,9755573291598	3,51432575841734	1,09367965180926
9,33660078857626	5,27528657013817	9,95477789922484	2,80360358067389	4,04039753289627	4,10780816916044	2,41337959659618
13,3106517100707	5,85106698293239	3,7676751683067	5,97983373970326	13,5354009636811	2,39780174827735	2,82216813877624
12,6914290455303	9,23818842023611	2,5122671545084	6,49509851384376	5,54295597249376	1,77119186393351	3,82666788285964
3,13668876729373	5,76710440553725	12,160055346175	6,84927710201591	8,19942715644304	2,08076282885824	0,700693670286065
11,0333322039406	2,30789206506951	10,4128047904798	9,48353362900338	10,8117710445608	3,9590664332084	3,16362488341318
4,90969837291964	7,67255135867745	7,36878706416381	2,54421392852174	12,85935472862	1,17233278094292	2,19526830082759
12,3835094867806	10,9041087020189	10,6816837302808	3,52062485971089	9,95191358170871	3,04610387145242	4,01152097627554
10,4072564728558	7,19551042757396	13,2180983054585	5,13162707947195	11,6248418302408	3,34548243244145	1,00830513356985
11,513572280854	4,47558870839753	8,62602476639939	11,8409813753994	2,16651573825095	2,5309667767724	3,53356971944283
6,0266721411209	10,9850083732978	10,9532566848876	7,70402690145586	8,87786682782961	0,838762796009957	4,21509134562387
7,46304996000337	8,1697423861229	3,16445382154946	9,900206835701	7,02697784264705	4,26124257294993	4,15072598852982
12,0581202187975	11,5864208252036	6,81660974177399	13,7678234687075	10,4116898203003	2,57771858809117	3,67902481242449
10,8774929976357	11,8701047709478	5,54230140077748	9,81272890336279	11,3071179594312	1,33631383216873	0,847237726831476
5,67041497539197	3,47919441320534	4,76572151282536	4,1115008706493	8,17064293181258	2,16472325981262	4,31364309944079
2,85438522097788	13,5848173414756	8,32455455040825	5,58643684134419	5,87603399178811	3,54682767234876	1,899124718055
13,3960745784055	3,17099625691772	7,67996909871165	11,3611731938486	7,66452442088297	1,84550941046993	1,32654998174569
8,75851507756327	10,3457964160347	3,37536478707833	2,29194897740547	9,29884804729372	3,9424255929272	1,98598411735812
4,31514744186508	9,11892477231366	6,12686003635504	12,0468521253339	2,58530321863613	1,45856057483304	3,4095809049738
2,2370971502204	6,61078073395682	12,7102878841438	7,15703873684896	4,62684486550944	3,15238706706025	3,50442503071723
3,93927854640143	8,27960536091455	9,29055020239736	6,29347398584443	13,2368924094364	3,83609442576666	3,84149552717073
9,70788629725575	12,5267426958042	13,6864863437467	8,5637290302398	3,51141224112362	2,95937677340615	3,2670097238484
7,97561612813068	9,66639284589993	8,9564941787294	12,4198890725151	3,12931008157986	1,66095233119891	0,743222098589675
7,10642103252134	13,3127086361338	5,18694629419063	4,41758679939168	4,21880144838776	0,978958901558404	2,2953101328624
6,30489828381687	4,17932644592864	4,37067076574479	10,901098160765	11,1531662994464	0,675007602574104	2,59334821616566
8,36862127054483	3,87706235793552	2,12781788318285	8,44663028621248	5,36374735574105	3,25437635416997	1,2143685934217
4,54864902121148	4,92530371818159	5,78270206467382	3,36322460632239	2,79130268283188	1,97562537081207	1,76173781336651
7,7694783446512	8,5690532383642	9,86247338453042	13,3459794973156	6,77513497902879	4,33712420524431	1,44590948945344
11,6233416065574	10,0210305350167	11,5080579087404	3,88772906086275	7,35957740454801	0,917102532444655	1,50729938569878
3,40677297591631	12,6751821578613	2,9750408041424	10,9840931956789	9,86073156486132	2,25584651759293	2,73793972797492
6,55771451829267	13,7866836231202	12,6172608516312	10,4877091732408	12,5972687255059	2,68347732854142	2,04340843360738
2,46087739092431	2,98686846787376	8,00222075315458	13,3002410139356	8,64860722893583	2,87486365532303	2,49429935172832
10,0422823553373	2,4747898824779	11,9236701821908	4,82061945532582	6,43443160219384	1,09991626713392	3,07337526643615
